Nr_Zlecenia_Produkcyjnego;BrakLutowia;BrakKomponentu;ZabrudzonaDioda;UszkodzonaDioda;UszkodzonePCB;PrzesuniecieDiody;ZanieczyszczenieZpieca;Inne;DataCzas
1212780;0;0;2;0;0;0;0;0;09.10.2017 09:51:00
1212635;0;0;0;0;0;0;0;0;09.10.2017 10:19:00
1212445;0;0;0;0;0;0;0;0;09.10.2017 10:41:00
1212444;0;0;3;0;0;0;0;0;09.10.2017 11:09:00
1212782;0;0;0;0;0;0;0;0;09.10.2017 11:16:00
1212783;0;0;1;0;0;0;0;1;09.10.2017 11:31:00
1212492;0;0;0;0;0;0;0;0;09.10.2017 11:55:00
1212543;0;0;0;0;0;0;0;0;09.10.2017 12:23:00
1212553;0;0;1;0;0;0;0;0;09.10.2017 12:35:00
1212585;0;0;1;0;0;0;0;0;09.10.2017 12:43:00
1212596;0;0;2;0;0;0;0;1;09.10.2017 12:53:00
1212513;0;0;0;0;0;0;0;0;09.10.2017 13:16:00
1212425;0;0;6;0;0;0;0;0;09.10.2017 14:27:00
1212785;0;0;3;2;0;0;0;2;09.10.2017 16:28:00
1212784;0;0;0;0;0;0;0;0;09.10.2017 16:43:00
1212506;0;0;1;0;0;0;0;1;09.10.2017 16:47:00
1212597;0;0;1;1;0;0;0;1;09.10.2017 17:21:00
1212588;0;0;0;0;0;0;0;4;09.10.2017 17:51:00
1212504;0;0;2;0;0;0;0;1;09.10.2017 20:14:00
1212550;0;0;0;5;0;0;0;1;09.10.2017 20:53:00
1212655;0;0;0;0;0;0;0;0;09.10.2017 21:41:00
1212666;0;0;0;1;0;0;0;0;09.10.2017 22:11:00
1212579;0;0;1;1;0;0;0;0;09.10.2017 22:21:00
1212652;0;0;0;0;0;0;0;0;09.10.2017 22:36:00
1212672;0;0;0;0;0;0;0;0;09.10.2017 22:38:00
1212536;0;0;0;0;0;0;0;0;09.10.2017 22:48:00
1212649;0;0;0;0;0;0;0;0;09.10.2017 22:51:00
1212665;0;0;0;0;0;0;0;0;09.10.2017 23:04:00
1212537;0;0;0;0;1;0;0;0;09.10.2017 23:09:00
1212671;0;0;0;0;0;0;0;0;09.10.2017 23:24:00
1212595;0;0;0;0;0;0;0;0;09.10.2017 23:38:00
1212668;0;0;0;0;0;0;0;0;09.10.2017 23:48:00
1212523;0;0;0;0;0;0;0;0;10.10.2017 01:30:00
1212592;0;0;0;0;0;0;0;0;10.10.2017 01:32:00
1212538;0;0;0;0;0;0;0;0;10.10.2017 01:45:00
1212547;0;0;0;0;0;0;0;0;10.10.2017 01:54:00
1212516;0;0;0;0;0;0;0;0;10.10.2017 02:00:00
1212531;0;0;0;0;0;0;0;0;10.10.2017 02:49:00
1212594;0;0;0;1;0;0;0;0;10.10.2017 02:50:00
1212514;0;0;0;0;0;0;0;0;10.10.2017 02:58:00
1212549;0;0;0;0;0;0;0;1;10.10.2017 03:05:00
1212569;0;0;0;0;0;0;0;0;10.10.2017 03:53:00
1212733;0;0;1;1;0;0;0;0;10.10.2017 04:01:00
1212474;0;0;1;0;0;0;0;0;10.10.2017 04:07:00
1212477;0;0;0;0;0;0;0;0;10.10.2017 04:10:00
1212539;0;0;0;0;0;0;0;0;10.10.2017 04:18:00
1212778;0;0;0;0;0;0;0;0;10.10.2017 04:24:00
1212548;0;0;2;0;0;0;0;0;10.10.2017 04:41:00
1212447;0;0;1;1;0;0;0;0;10.10.2017 04:44:00
1212732;0;0;0;0;0;0;0;0;10.10.2017 04:51:00
1212480;0;0;0;0;0;0;0;0;10.10.2017 05:04:00
1212570;0;0;0;1;0;0;0;0;10.10.2017 05:13:00
1212593;0;0;0;0;0;0;0;0;10.10.2017 05:16:00
1212542;0;0;0;0;0;0;0;0;10.10.2017 05:18:00
1212500;0;0;0;0;0;1;0;0;10.10.2017 05:27:00
1212743;0;0;0;0;0;0;0;0;10.10.2017 05:38:00
1207780;0;1;2;1;0;0;0;0;04.10.2017 07:18:00
1207850;0;0;0;0;0;0;0;9;04.10.2017 07:28:00
1207864;0;0;0;0;0;0;0;0;04.10.2017 07:30:00
1210744;0;0;0;0;0;1;0;0;04.10.2017 10:39:00
1211489;0;0;0;0;5;0;0;3;04.10.2017 13:39:00
1210739;0;0;0;0;0;1;0;0;05.10.2017 15:11:00
1206934;0;0;0;0;0;0;0;0;05.10.2017 20:57:00
1204932;0;0;0;0;0;0;0;0;06.10.2017 07:30:00
1210987;0;0;0;0;0;0;0;0;06.10.2017 08:58:00
1212491;0;0;0;0;0;0;0;0;06.10.2017 12:01:00
1212598;0;0;0;0;1;0;0;0;07.10.2017 09:29:00
1212750;0;0;1;0;0;0;0;2;08.10.2017 13:33:00
1212591;0;0;1;0;0;0;0;0;10.10.2017 05:45:00
1212478;0;0;0;0;0;0;0;0;10.10.2017 05:54:00
1208275;2;0;0;0;0;0;0;0;10.10.2017 08:14:00
1213454;0;0;0;0;0;0;0;1;10.10.2017 11:06:00
1213453;0;0;0;0;0;0;0;4;10.10.2017 15:05:00
1213425;0;0;1;5;1;1;0;1;10.10.2017 18:46:00
1213473;0;0;0;0;0;0;0;1;10.10.2017 19:12:00
1213426;0;0;0;1;0;0;0;2;10.10.2017 19:39:00
1213456;0;16;0;0;0;0;0;1;10.10.2017 21:05:00
1213522;0;0;0;2;0;0;0;0;11.10.2017 02:11:00
1213505;0;0;0;0;0;0;0;0;11.10.2017 02:43:00
1213506;0;0;0;0;0;0;0;0;11.10.2017 03:22:00
1213521;0;0;0;0;0;0;0;0;11.10.2017 05:07:00
1213455;0;0;0;1;0;0;0;0;11.10.2017 07:26:00
1213501;0;0;1;0;0;0;0;0;11.10.2017 08:03:00
1213422;0;0;0;0;0;0;0;0;11.10.2017 08:37:00
1212706;0;0;1;0;0;0;0;1;11.10.2017 09:34:00
1213482;0;0;0;0;0;0;0;0;11.10.2017 11:52:00
1212705;0;0;0;0;3;0;0;0;11.10.2017 13:44:00
1212704;0;0;1;0;3;0;0;0;11.10.2017 14:29:00
1212692;0;0;0;0;3;0;0;0;11.10.2017 17:58:00
1213561;0;0;0;0;0;0;0;0;11.10.2017 20:36:00
1213562;0;0;0;0;0;0;0;1;11.10.2017 20:39:00
1212605;0;0;3;0;3;0;0;0;12.10.2017 01:06:00
1212608;0;0;0;0;1;0;1;0;12.10.2017 01:17:00
1213477;0;0;0;0;1;0;1;0;12.10.2017 01:27:00
1212607;0;0;0;0;0;0;0;0;12.10.2017 01:42:00
1213479;0;0;1;0;1;0;0;0;12.10.2017 02:03:00
1213596;0;0;0;0;0;0;0;0;12.10.2017 02:43:00
1213601;0;0;0;0;0;0;0;0;12.10.2017 02:46:00
1213537;0;0;0;0;0;0;0;0;12.10.2017 03:05:00
1213524;0;1;0;0;0;0;0;0;12.10.2017 03:28:00
1213605;0;0;0;1;0;0;0;0;12.10.2017 03:53:00
1213604;0;0;0;0;0;0;0;0;12.10.2017 03:54:00
1213599;0;0;0;0;0;0;0;0;12.10.2017 04:03:00
1213597;0;0;0;0;0;0;0;0;12.10.2017 04:05:00
1213579;0;0;0;0;0;1;0;0;12.10.2017 04:31:00
1213538;0;0;0;0;0;1;0;0;12.10.2017 05:49:00
1213542;0;0;0;0;0;0;0;0;12.10.2017 06:32:00
1213536;0;0;2;2;0;0;0;0;12.10.2017 07:19:00
1213539;0;0;0;1;0;0;0;0;12.10.2017 07:29:00
1213530;0;0;1;0;0;0;0;1;12.10.2017 07:59:00
1213540;0;0;3;0;0;0;0;2;12.10.2017 08:38:00
1213543;0;0;0;0;0;0;0;0;12.10.2017 08:46:00
1210812;0;0;0;0;0;0;0;0;12.10.2017 09:46:00
1210765;0;0;0;0;0;0;0;0;12.10.2017 09:49:00
1210790;7;0;0;1;0;0;0;0;12.10.2017 10:02:00
1210793;0;0;0;0;0;0;1;0;12.10.2017 10:08:00
1213555;0;0;2;0;0;0;0;0;12.10.2017 14:24:00
1213551;0;0;0;0;0;0;0;1;12.10.2017 17:18:00
1213549;0;0;1;0;0;0;0;1;12.10.2017 17:44:00
1213557;0;0;1;2;0;0;0;1;12.10.2017 18:29:00
1213558;0;0;1;0;0;0;0;0;12.10.2017 18:57:00
1213548;0;0;0;2;0;0;0;5;12.10.2017 19:25:00
1213547;0;0;0;1;1;0;0;1;12.10.2017 22:58:00
1213552;0;0;0;0;0;0;0;0;12.10.2017 23:12:00
1213559;0;0;0;0;0;0;0;0;12.10.2017 23:22:00
1212724;0;0;0;0;0;0;0;0;13.10.2017 02:17:00
1212674;0;0;0;0;1;0;1;0;13.10.2017 02:31:00
1212673;0;0;0;0;0;0;3;0;13.10.2017 02:51:00
1213553;0;0;0;0;0;0;0;0;13.10.2017 03:04:00
1213626;0;0;0;0;0;0;0;0;13.10.2017 03:15:00
1213623;0;0;0;0;0;0;0;0;13.10.2017 03:57:00
1213625;0;0;0;0;0;0;0;0;13.10.2017 05:13:00
1213489;0;1;0;2;1;0;0;0;13.10.2017 09:04:00
1212703;0;0;0;0;0;0;1;0;13.10.2017 09:39:00
1212690;0;0;0;0;2;0;0;0;13.10.2017 10:18:00
1213487;0;0;2;0;0;2;0;1;13.10.2017 11:04:00
1213631;0;0;0;0;0;0;0;0;13.10.2017 11:33:00
1213627;0;0;0;0;0;0;0;0;13.10.2017 13:20:00
1213638;0;0;3;0;0;0;0;1;13.10.2017 16:33:00
1213646;0;0;4;1;0;0;0;3;13.10.2017 17:38:00
1213644;0;0;0;0;0;0;0;3;13.10.2017 20:24:00
1213647;0;0;0;0;1;0;0;0;13.10.2017 20:43:00
1213648;0;0;0;0;2;0;0;0;13.10.2017 21:19:00
1212777;0;0;0;0;0;0;0;0;13.10.2017 22:25:00
1212572;0;0;0;0;0;0;0;0;13.10.2017 22:47:00
1212535;0;0;0;0;0;0;0;0;13.10.2017 22:58:00
1212499;0;0;0;0;0;0;0;0;13.10.2017 23:00:00
1212603;0;0;0;0;0;0;0;0;13.10.2017 23:13:00
1212625;0;0;0;0;1;0;0;0;13.10.2017 23:35:00
1212630;0;0;1;0;1;0;0;0;13.10.2017 23:51:00
1212677;0;0;0;1;2;0;1;0;14.10.2017 00:16:00
1212676;0;0;0;0;1;0;1;0;14.10.2017 02:49:00
1212678;0;0;0;0;2;0;0;0;14.10.2017 02:58:00
1212602;0;0;1;0;1;0;0;0;14.10.2017 03:06:00
1212680;0;0;0;0;3;0;0;0;14.10.2017 03:16:00
1212624;0;0;0;0;1;0;4;0;14.10.2017 05:23:00
1213710;0;0;0;1;0;0;0;0;14.10.2017 06:34:00
1213709;0;0;0;0;0;0;0;0;14.10.2017 06:45:00
1213810;0;0;0;0;0;0;0;0;14.10.2017 07:02:00
1211496;0;0;1;0;1;0;0;1;14.10.2017 07:18:00
1213718;0;0;0;0;1;0;0;1;14.10.2017 07:27:00
1210768;0;0;0;0;0;0;0;0;14.10.2017 07:48:00
1210884;0;0;0;0;0;2;0;3;14.10.2017 07:54:00
1211005;0;0;0;0;1;0;0;0;05.10.2017 11:26:00
1212551;0;0;1;0;0;0;0;4;09.10.2017 17:40:00
1213798;0;0;0;0;0;0;0;0;14.10.2017 08:14:00
1211482;0;0;0;0;0;0;2;0;14.10.2017 08:29:00
1213802;0;0;0;0;0;0;0;0;14.10.2017 08:36:00
1213720;0;0;2;0;0;0;0;4;14.10.2017 08:45:00
1211485;0;0;0;0;0;0;0;0;14.10.2017 09:34:00
1213717;0;0;0;0;0;0;0;0;14.10.2017 09:47:00
1213713;0;0;0;0;0;0;0;0;14.10.2017 10:11:00
1213581;0;0;0;0;0;0;0;32;14.10.2017 12:32:00
1213593;0;0;3;2;0;0;1;0;14.10.2017 12:39:00
1213665;0;0;3;0;0;0;0;0;14.10.2017 14:34:00
1213733;2;0;0;0;2;0;0;2;14.10.2017 15:42:00
1213730;5;0;1;0;0;0;0;1;14.10.2017 16:16:00
1213731;0;0;1;0;0;0;0;3;14.10.2017 16:21:00
1213686;0;0;0;1;0;0;0;1;14.10.2017 20:03:00
1213688;0;0;1;0;0;0;0;21;14.10.2017 20:38:00
1212710;0;0;0;0;0;0;0;0;15.10.2017 11:32:00
1213816;0;0;0;0;0;0;0;1;15.10.2017 11:55:00
1213712;0;0;0;0;0;0;0;0;15.10.2017 13:31:00
1213846;0;0;1;0;0;0;0;0;15.10.2017 22:46:00
1213821;0;0;1;0;1;1;0;1;16.10.2017 00:14:00
1213715;0;0;1;0;0;0;0;0;16.10.2017 00:39:00
1213800;0;0;0;0;0;0;0;0;16.10.2017 00:52:00
1213814;0;0;0;1;1;0;0;0;16.10.2017 02:48:00
1213813;0;0;2;1;0;0;0;1;16.10.2017 03:28:00
1213716;0;0;4;3;0;0;0;0;16.10.2017 03:53:00
1213806;0;0;0;0;0;0;0;0;16.10.2017 06:30:00
1213805;0;0;0;0;0;0;0;1;16.10.2017 06:33:00
1213809;0;0;0;0;0;0;0;0;16.10.2017 06:37:00
1213808;0;0;2;1;0;0;0;4;16.10.2017 06:41:00
1213797;0;0;0;3;0;0;0;0;16.10.2017 06:46:00
1213811;0;0;3;0;0;0;0;1;16.10.2017 06:51:00
1213714;0;0;1;1;1;0;0;0;16.10.2017 06:56:00
1213807;0;0;0;2;0;0;0;7;16.10.2017 07:03:00
1213804;0;0;1;0;0;0;0;0;16.10.2017 07:15:00
1210579;0;0;1;0;0;0;0;0;16.10.2017 09:00:00
1210825;0;0;0;0;3;0;0;5;16.10.2017 10:16:00
1210826;0;0;0;0;3;0;0;0;16.10.2017 10:23:00
1210831;0;0;0;0;1;1;0;0;16.10.2017 10:39:00
1210824;0;0;0;0;2;0;0;0;16.10.2017 10:48:00
1210829;0;0;0;4;0;0;0;2;16.10.2017 10:54:00
1210832;0;0;0;0;1;0;0;0;16.10.2017 11:35:00
1210837;1;0;0;0;0;0;0;2;16.10.2017 11:38:00
1210828;0;0;0;0;5;0;0;0;16.10.2017 11:45:00
1210827;0;0;0;0;0;0;0;9;16.10.2017 11:55:00
1210845;0;0;0;0;0;0;0;12;16.10.2017 12:08:00
1212709;0;0;0;0;0;0;0;4;16.10.2017 13:12:00
1213642;0;0;1;0;0;0;0;1;16.10.2017 14:38:00
1212900;0;0;0;0;0;0;0;0;16.10.2017 14:56:00
1212835;0;0;1;0;0;0;1;0;16.10.2017 15:01:00
1212905;0;0;0;0;0;0;0;0;16.10.2017 15:08:00
1213639;0;16;0;0;0;0;0;0;16.10.2017 15:40:00
1212911;0;0;2;0;1;0;0;0;16.10.2017 16:01:00
1212906;0;0;4;1;3;0;0;0;16.10.2017 16:07:00
1212907;0;0;0;0;0;0;0;0;16.10.2017 16:09:00
1212920;0;0;0;0;0;0;0;0;16.10.2017 16:11:00
1212910;0;0;1;0;1;0;0;0;16.10.2017 16:17:00
1212845;0;0;0;0;1;0;0;0;16.10.2017 18:24:00
1212861;0;0;0;0;0;0;0;0;16.10.2017 18:26:00
1212836;0;0;0;2;2;0;0;0;16.10.2017 18:29:00
1212740;0;0;1;0;0;0;0;0;16.10.2017 18:34:00
1212902;0;0;0;0;0;0;0;0;16.10.2017 20:24:00
1212909;0;0;0;0;0;0;0;0;16.10.2017 20:26:00
1212879;0;0;0;0;0;0;0;0;16.10.2017 20:28:00
1212919;0;0;0;1;4;0;0;0;16.10.2017 20:31:00
1212837;0;0;0;0;4;0;0;0;16.10.2017 21:20:00
1212883;0;0;0;1;0;0;0;2;16.10.2017 21:24:00
1212891;0;0;0;0;2;0;0;0;16.10.2017 21:27:00
1212913;0;0;0;0;0;0;0;0;16.10.2017 21:29:00
1212916;0;0;0;0;0;0;0;0;16.10.2017 22:57:00
1212893;0;0;0;1;0;0;0;0;16.10.2017 23:14:00
1212881;0;0;0;0;0;0;0;0;16.10.2017 23:17:00
1212882;0;0;0;0;0;0;0;0;16.10.2017 23:49:00
1212923;0;0;1;0;0;0;0;1;16.10.2017 23:53:00
1212834;0;0;0;0;0;0;0;0;17.10.2017 01:16:00
1212908;0;0;2;0;1;0;0;0;17.10.2017 01:28:00
1212921;0;0;1;0;0;0;0;0;17.10.2017 01:30:00
1212843;0;0;0;0;0;0;0;0;17.10.2017 01:47:00
1212925;0;0;0;0;0;0;0;0;17.10.2017 01:47:00
1212890;0;0;0;0;0;0;0;0;17.10.2017 01:50:00
1212888;0;0;0;0;0;0;0;0;17.10.2017 01:51:00
1212915;0;0;0;0;0;0;0;0;17.10.2017 02:01:00
1212876;0;0;2;0;0;0;0;2;17.10.2017 03:15:00
1212839;0;0;1;0;0;0;0;0;17.10.2017 03:18:00
1212849;0;0;0;0;0;0;0;0;17.10.2017 03:21:00
1212917;0;0;0;0;2;0;0;0;17.10.2017 03:26:00
1212886;0;0;1;1;0;0;0;0;17.10.2017 03:35:00
1212853;0;0;0;0;0;0;0;0;17.10.2017 03:38:00
1212922;0;0;0;0;0;0;0;0;17.10.2017 03:40:00
1212887;0;0;0;0;2;0;0;0;17.10.2017 03:50:00
1212926;0;0;0;1;1;0;0;0;17.10.2017 04:11:00
1212880;0;0;3;0;0;0;0;1;17.10.2017 04:14:00
1212884;0;0;0;0;1;0;0;0;17.10.2017 04:18:00
1212829;0;0;0;0;0;1;0;2;17.10.2017 04:20:00
1212889;0;0;0;0;0;0;0;0;17.10.2017 04:56:00
1212914;0;0;0;0;0;0;0;1;17.10.2017 04:58:00
1212904;0;0;2;0;0;0;0;0;17.10.2017 04:59:00
1212927;0;0;0;0;0;0;0;0;17.10.2017 05:00:00
1214503;0;0;1;0;0;0;0;0;17.10.2017 06:20:00
1214505;0;0;0;0;0;0;0;0;17.10.2017 06:25:00
1214510;0;0;0;0;0;0;0;0;17.10.2017 06:28:00
1214507;0;0;0;0;0;0;0;0;17.10.2017 06:30:00
1214508;0;0;0;0;0;0;0;0;17.10.2017 06:35:00
1214504;0;0;0;0;0;0;0;0;17.10.2017 06:37:00
1214502;0;0;0;0;0;0;0;0;17.10.2017 06:55:00
1214509;0;0;0;0;0;0;0;0;17.10.2017 06:59:00
1208398;0;0;0;0;0;0;0;0;08.10.2017 07:05:00
1208397;0;0;1;0;0;0;0;0;08.10.2017 07:11:00
1210426;0;0;0;1;0;0;0;0;08.10.2017 07:20:00
1210424;0;0;0;0;0;1;0;0;08.10.2017 07:26:00
1210428;0;0;1;0;0;1;0;0;08.10.2017 07:34:00
1212757;0;0;0;0;0;0;0;1;08.10.2017 08:40:00
1212765;0;0;0;0;0;0;0;0;08.10.2017 08:49:00
1212754;0;0;1;0;0;4;0;0;08.10.2017 08:55:00
1212763;0;0;3;2;0;0;0;3;08.10.2017 09:23:00
1212764;0;0;0;2;0;0;0;0;08.10.2017 09:32:00
1212762;0;0;3;1;0;0;0;0;08.10.2017 09:40:00
1210476;0;0;2;1;0;0;0;0;08.10.2017 11:16:00
1211492;0;0;0;0;0;1;0;0;08.10.2017 23:14:00
1211452;0;0;0;0;1;0;0;0;08.10.2017 23:28:00
1211453;0;0;1;0;3;0;0;0;09.10.2017 00:30:00
1212565;0;0;0;0;0;0;0;0;09.10.2017 00:53:00
1212654;0;0;0;1;1;0;0;0;09.10.2017 01:00:00
1212651;0;0;0;0;0;0;0;0;09.10.2017 02:01:00
1213411;0;0;0;0;0;0;0;0;09.10.2017 06:54:00
1212870;0;0;0;0;0;0;0;0;09.10.2017 06:54:00
1213410;0;0;1;0;0;0;0;0;09.10.2017 07:25:00
1212636;0;0;0;0;0;0;0;0;09.10.2017 20:36:00
1212534;0;0;0;0;0;0;0;0;09.10.2017 20:44:00
1213424;0;0;0;0;0;0;0;0;10.10.2017 10:03:00
1213466;0;0;2;0;0;0;0;1;10.10.2017 11:55:00
1213464;0;0;0;0;0;0;0;0;10.10.2017 11:57:00
1213416;0;0;1;0;0;0;0;0;10.10.2017 16:45:00
1213451;0;0;2;0;0;0;0;7;10.10.2017 17:23:00
1213509;0;0;0;0;0;0;0;0;10.10.2017 22:53:00
1213472;0;0;1;3;0;0;0;21;10.10.2017 23:59:00
1213500;0;0;0;0;0;0;0;0;11.10.2017 00:37:00
1213519;0;0;0;0;0;0;0;0;11.10.2017 00:58:00
1213504;0;0;0;1;0;0;0;0;11.10.2017 01:50:00
1208376;0;0;3;0;0;0;0;0;11.10.2017 10:03:00
1213486;0;0;4;2;1;0;0;2;11.10.2017 11:32:00
1213476;0;0;1;0;1;0;0;3;11.10.2017 12:43:00
1213478;0;0;1;0;2;0;0;0;11.10.2017 23:46:00
1213480;0;0;0;0;2;1;0;0;12.10.2017 00:05:00
1213488;0;0;0;0;0;0;0;0;12.10.2017 00:20:00
1213465;0;0;0;0;0;0;0;0;12.10.2017 00:54:00
1210788;0;1;2;0;0;0;0;0;12.10.2017 11:39:00
1213658;0;0;1;0;0;0;0;0;12.10.2017 11:40:00
1213544;0;0;0;0;0;0;0;0;12.10.2017 20:17:00
1213550;0;0;0;0;0;0;0;0;12.10.2017 21:56:00
1213556;0;0;0;0;0;0;0;0;13.10.2017 01:08:00
1212722;0;0;3;0;0;0;0;0;13.10.2017 01:37:00
1212726;0;0;0;0;1;0;0;0;13.10.2017 01:57:00
1212675;0;0;0;0;2;0;0;0;13.10.2017 02:08:00
1213624;0;0;0;0;0;0;0;0;13.10.2017 05:33:00
1213622;0;0;0;0;0;0;0;1;13.10.2017 12:02:00
1213628;0;1;0;0;0;0;0;0;13.10.2017 13:51:00
1213678;0;0;0;0;0;0;0;2;13.10.2017 14:45:00
1213671;0;0;0;0;0;0;0;1;13.10.2017 18:26:00
1213582;0;0;0;0;0;0;0;0;14.10.2017 13:41:00
1213588;0;0;0;0;0;0;0;0;14.10.2017 13:43:00
1213736;0;1;0;0;2;0;0;0;15.10.2017 06:36:00
1213685;0;0;0;0;0;0;0;0;15.10.2017 06:58:00
1213663;0;0;0;0;0;0;0;0;15.10.2017 07:19:00
1213740;0;0;1;1;4;0;0;0;15.10.2017 07:25:00
1213687;0;0;0;0;0;0;1;0;15.10.2017 07:55:00
1213732;0;0;2;1;0;0;0;0;15.10.2017 08:10:00
1213817;0;0;0;0;0;0;0;0;15.10.2017 08:27:00
1213668;0;0;1;0;1;0;0;0;15.10.2017 08:49:00
1213649;0;0;0;1;0;0;0;0;15.10.2017 11:14:00
1213803;0;0;1;0;0;0;0;0;16.10.2017 06:23:00
1210830;0;0;0;0;0;0;0;0;16.10.2017 09:47:00
1212626;0;0;0;2;0;0;0;8;16.10.2017 12:17:00
1210814;0;0;0;0;0;0;0;0;16.10.2017 12:41:00
1210836;0;0;0;0;0;0;0;0;16.10.2017 12:47:00
1210822;0;0;0;0;1;0;0;1;16.10.2017 13:43:00
1212912;0;0;1;0;4;0;0;0;17.10.2017 04:50:00
1212875;0;0;0;0;3;0;0;0;17.10.2017 09:08:00
1212896;0;0;0;0;0;0;0;0;17.10.2017 10:57:00
1212924;0;0;0;3;0;0;0;0;17.10.2017 11:12:00
1212885;0;0;0;0;1;0;0;0;17.10.2017 11:16:00
1212877;0;0;0;1;0;0;0;5;17.10.2017 11:19:00
1214412;0;0;2;1;0;0;0;0;17.10.2017 16:39:00
1214419;0;0;0;1;0;0;0;0;17.10.2017 16:59:00
1214416;0;0;1;0;0;1;0;0;17.10.2017 17:22:00
1214495;0;0;0;0;0;0;0;0;17.10.2017 17:38:00
1214496;0;0;0;0;0;0;0;0;17.10.2017 17:49:00
1213847;0;0;0;0;0;0;0;0;17.10.2017 18:00:00
1214489;0;0;1;0;0;0;0;1;17.10.2017 19:24:00
1214500;0;0;0;0;0;0;0;0;17.10.2017 20:44:00
1214499;0;0;0;0;0;0;0;1;17.10.2017 21:38:00
1214409;0;0;0;0;0;0;0;0;17.10.2017 22:18:00
1214493;0;0;0;0;0;0;0;0;17.10.2017 22:34:00
1214417;0;0;2;0;0;0;0;0;17.10.2017 22:47:00
1214414;0;0;1;0;0;0;0;0;17.10.2017 22:57:00
1214413;0;0;0;0;0;0;0;0;17.10.2017 23:23:00
1214415;0;0;0;0;0;0;0;0;17.10.2017 23:26:00
1214433;0;0;0;0;0;0;0;0;18.10.2017 00:37:00
1213570;0;0;0;0;0;0;0;0;18.10.2017 00:45:00
1213567;0;0;0;0;0;0;0;0;18.10.2017 01:08:00
1213568;0;0;0;0;0;0;0;0;18.10.2017 01:13:00
1214427;0;0;0;0;0;0;0;0;18.10.2017 05:32:00
1214601;0;0;0;1;0;0;0;0;18.10.2017 05:44:00
1214431;0;0;2;0;0;0;0;13;18.10.2017 05:52:00
1214584;0;0;0;0;0;0;0;4;18.10.2017 08:41:00
1214586;0;0;1;0;0;0;0;3;18.10.2017 08:57:00
1214570;0;0;0;1;0;0;0;0;18.10.2017 12:23:00
1214579;1;0;0;0;0;0;0;1;18.10.2017 12:28:00
1214617;0;0;1;0;0;0;0;0;18.10.2017 12:45:00
1214575;0;0;1;0;0;0;0;1;18.10.2017 12:50:00
1214643;0;0;0;0;0;0;0;0;18.10.2017 15:01:00
1214642;0;0;0;0;0;0;0;0;18.10.2017 15:04:00
1214423;0;0;0;0;0;0;0;0;18.10.2017 16:59:00
1215919;0;0;0;0;0;0;0;0;28.10.2017 09:06:00
1215886;0;0;0;0;0;0;0;5;28.10.2017 09:14:00
1215925;0;0;3;1;0;0;0;0;28.10.2017 15:07:00
1216009;0;0;0;0;0;0;0;11;28.10.2017 15:11:00
1215958;0;0;0;0;0;0;0;0;28.10.2017 15:14:00
1206801;0;2;0;0;0;0;0;0;30.10.2017 01:31:00
1216100;0;0;0;0;0;0;0;0;30.10.2017 01:35:00
1206815;0;0;0;0;0;0;0;0;30.10.2017 01:52:00
1215744;0;0;0;2;1;0;7;0;30.10.2017 02:23:00
1206821;0;0;0;1;0;0;0;0;30.10.2017 02:28:00
1206814;0;0;0;0;0;0;0;0;30.10.2017 02:32:00
1206784;0;0;0;0;0;0;0;0;30.10.2017 03:30:00
1206794;0;0;0;1;0;0;0;0;30.10.2017 03:42:00
1215736;0;0;0;1;0;0;0;0;30.10.2017 03:49:00
1206817;0;0;0;0;0;0;0;0;30.10.2017 03:54:00
1216106;0;0;0;2;0;0;0;0;30.10.2017 04:12:00
1216103;0;0;2;1;0;0;0;0;30.10.2017 04:40:00
1211455;1;0;0;3;0;1;0;4;08.10.2017 12:31:00
1212761;0;0;7;0;0;0;0;3;08.10.2017 12:48:00
1212590;0;0;0;0;0;0;0;0;09.10.2017 18:54:00
1212508;0;0;0;0;0;0;0;3;09.10.2017 19:00:00
1212511;0;0;1;3;0;0;0;1;09.10.2017 19:12:00
1212552;0;0;1;0;0;0;0;0;09.10.2017 19:22:00
1213421;0;0;0;0;0;0;0;0;11.10.2017 07:47:00
1213420;0;0;0;0;0;0;0;0;11.10.2017 07:53:00
1213520;0;0;0;0;0;0;0;0;11.10.2017 08:19:00
1213468;0;0;0;0;0;0;0;0;11.10.2017 08:22:00
1210756;0;0;0;1;0;0;0;0;12.10.2017 07:42:00
1213541;0;1;0;0;0;0;0;0;12.10.2017 07:49:00
1213531;0;0;1;0;0;0;0;2;12.10.2017 08:11:00
1210752;0;0;1;1;0;1;0;0;12.10.2017 12:30:00
1210792;4;0;0;0;0;0;0;0;12.10.2017 12:34:00
1213554;0;0;0;0;0;0;0;0;12.10.2017 14:52:00
1210431;0;0;0;0;0;0;0;0;13.10.2017 06:59:00
1213676;0;0;0;0;0;0;0;0;15.10.2017 09:41:00
1213742;0;0;1;0;0;0;0;2;15.10.2017 09:44:00
1213820;0;0;0;0;0;0;0;0;15.10.2017 12:23:00
1212728;0;0;0;0;0;0;1;0;15.10.2017 12:51:00
1213818;0;0;0;0;0;0;0;1;15.10.2017 13:04:00
1213812;0;0;0;0;1;0;0;2;16.10.2017 02:03:00
1213815;0;0;1;2;1;0;0;0;16.10.2017 03:08:00
1210844;0;0;0;0;8;0;0;0;16.10.2017 11:02:00
1214621;0;0;0;0;0;0;0;0;18.10.2017 09:49:00
1214445;0;0;0;0;0;0;0;0;18.10.2017 18:03:00
