Nr_Zlecenia_Produkcyjnego;BrakLutowia;BrakKomponentu;ZabrudzonaDioda;UszkodzonaDioda;UszkodzonePCB;PrzesuniecieDiody;ZanieczyszczenieZpieca;Inne;DataCzas
1210779;0;0;1;1;0;0;0;0;04.10.2017 01:41:00
1210492;0;0;0;0;0;0;0;0;04.10.2017 02:09:00
1210486;0;0;0;0;1;0;0;0;04.10.2017 02:15:00
1210504;0;0;0;0;1;0;0;0;04.10.2017 02:24:00
1210432;0;0;2;0;0;0;0;0;04.10.2017 03:16:00
1210490;0;0;0;0;0;0;0;0;04.10.2017 03:49:00
1210773;0;0;0;2;0;0;0;0;04.10.2017 03:57:00
1208402;0;0;3;5;0;0;0;0;04.10.2017 04:21:00
1210417;0;0;3;0;0;0;0;0;04.10.2017 05:02:00
1210770;0;0;1;0;0;0;0;0;04.10.2017 05:08:00
1210750;0;0;0;0;0;0;0;0;04.10.2017 06:10:00
1207769;0;0;0;0;0;0;0;0;04.10.2017 06:53:00
1207852;1;0;0;0;0;0;0;1;04.10.2017 07:47:00
1207849;0;0;1;1;0;0;0;0;04.10.2017 07:53:00
1207803;24;0;0;1;0;0;0;0;04.10.2017 08:00:00
1207818;0;0;0;1;0;0;0;0;04.10.2017 08:06:00
1207755;0;0;0;2;0;0;0;13;04.10.2017 08:13:00
1206918;0;0;1;1;0;0;0;0;04.10.2017 08:15:00
1207867;0;0;3;0;0;0;0;3;04.10.2017 09:05:00
1207824;5;0;0;1;0;0;0;1;04.10.2017 09:29:00
1211494;0;0;0;0;4;0;2;0;04.10.2017 11:08:00
1212601;1;0;0;1;2;0;0;1;04.10.2017 19:44:00
1211478;0;0;0;3;0;0;0;2;04.10.2017 22:35:00
1208378;0;0;2;0;0;0;0;7;05.10.2017 01:59:00
1211456;0;0;2;8;0;0;0;5;05.10.2017 02:53:00
1211474;0;0;1;1;0;0;0;2;05.10.2017 03:19:00
1210435;0;0;5;0;1;0;0;1;05.10.2017 04:05:00
1211463;0;2;0;0;2;0;0;10;05.10.2017 05:55:00
1212600;0;0;1;0;12;0;0;0;05.10.2017 06:27:00
1211003;0;0;0;0;5;0;0;1;05.10.2017 09:40:00
1211004;0;0;0;0;0;0;2;0;05.10.2017 09:58:00
1212609;0;0;0;0;3;0;2;0;05.10.2017 10:27:00
1211000;0;0;0;0;2;0;0;0;05.10.2017 11:08:00
1211457;0;0;0;0;4;0;0;0;05.10.2017 13:07:00
1211480;0;0;0;0;5;0;0;0;05.10.2017 13:20:00
1211479;0;0;0;0;0;0;0;0;05.10.2017 13:49:00
1210748;0;0;0;0;0;0;0;0;05.10.2017 14:21:00
1210979;0;0;0;0;1;0;0;0;05.10.2017 16:18:00
1210737;0;0;0;0;0;0;0;0;05.10.2017 16:25:00
1212638;0;0;0;0;0;0;0;1;05.10.2017 16:33:00
1206926;0;0;0;1;0;0;0;0;05.10.2017 17:57:00
1210983;0;0;0;0;0;0;0;0;05.10.2017 18:26:00
1206927;0;0;1;0;0;0;0;0;05.10.2017 19:28:00
1210751;0;0;0;0;0;0;0;1;05.10.2017 19:42:00
1210738;0;0;1;1;0;0;0;0;05.10.2017 19:54:00
1210716;0;0;0;0;0;0;0;0;05.10.2017 20:12:00
1210980;0;0;1;0;0;0;0;0;05.10.2017 20:41:00
1204926;0;0;1;1;0;0;0;1;05.10.2017 23:21:00
1204936;0;0;0;0;0;0;0;0;05.10.2017 23:51:00
1204931;0;0;1;0;0;1;0;3;06.10.2017 00:08:00
1210734;0;0;0;0;0;0;0;0;06.10.2017 00:14:00
1210746;0;0;0;0;0;0;0;9;06.10.2017 01:05:00
1206930;1;0;1;0;0;0;0;0;06.10.2017 02:04:00
1210986;0;0;0;0;1;0;0;25;06.10.2017 02:52:00
1204937;2;0;1;2;0;0;0;2;06.10.2017 02:57:00
1210985;0;0;1;0;0;0;0;7;06.10.2017 04:47:00
1210495;0;0;3;0;1;0;0;0;06.10.2017 05:04:00
1204859;0;0;0;0;0;0;0;0;01.10.2017 23:13:00
1204871;0;0;1;0;0;0;0;0;01.10.2017 23:21:00
1204872;0;0;3;0;0;0;0;0;01.10.2017 23:29:00
1204860;0;0;0;0;0;0;0;0;01.10.2017 23:51:00
1204867;0;0;1;1;0;1;0;0;02.10.2017 00:00:00
1204879;0;0;0;0;0;0;0;0;02.10.2017 00:10:00
1204770;0;0;0;0;0;0;0;0;02.10.2017 00:23:00
1204840;0;0;1;0;0;0;0;0;02.10.2017 00:28:00
1204868;0;0;1;0;0;0;0;0;02.10.2017 00:53:00
1204866;0;0;2;0;0;0;0;0;02.10.2017 00:58:00
1204826;0;0;0;0;0;0;0;0;02.10.2017 00:59:00
1204765;0;0;0;0;0;0;0;0;02.10.2017 03:37:00
1204778;0;2;0;0;0;0;0;0;02.10.2017 03:41:00
1204816;0;0;0;0;0;0;0;9;02.10.2017 03:47:00
1204790;0;0;0;0;0;0;0;0;02.10.2017 03:51:00
1204831;0;0;2;0;0;0;0;0;02.10.2017 03:53:00
1204801;0;0;0;0;0;0;0;0;02.10.2017 03:54:00
1204748;0;0;2;2;0;0;0;0;02.10.2017 04:03:00
1210999;0;0;0;0;0;0;0;0;02.10.2017 21:31:00
1210422;3;0;3;1;0;0;0;0;03.10.2017 01:05:00
1210935;0;0;1;3;0;0;0;1;03.10.2017 02:31:00
1207856;0;0;1;0;0;0;0;0;03.10.2017 12:23:00
1207865;0;0;0;0;0;0;0;1;03.10.2017 12:24:00
1207870;5;0;0;0;0;0;0;0;04.10.2017 06:42:00
1207859;0;0;2;0;0;0;0;0;04.10.2017 12:05:00
1211490;0;0;0;2;0;0;0;2;04.10.2017 21:45:00
1211491;0;0;3;1;0;0;0;20;05.10.2017 00:22:00
1211462;0;0;2;0;2;0;0;0;05.10.2017 07:31:00
1206935;0;0;0;0;0;2;0;1;05.10.2017 22:56:00
1210488;0;0;0;0;0;0;0;0;06.10.2017 03:26:00
1210988;0;0;0;0;0;0;0;0;06.10.2017 04:07:00
1210977;0;0;0;0;0;0;0;31;06.10.2017 04:18:00
1206932;0;0;1;0;0;0;0;3;06.10.2017 04:54:00
1210497;0;0;0;0;0;0;0;0;06.10.2017 05:15:00
1210429;0;0;3;0;0;0;0;0;06.10.2017 05:31:00
1210989;1;0;1;0;0;0;0;14;06.10.2017 05:55:00
1210991;0;0;0;0;0;0;0;20;06.10.2017 06:21:00
1210984;0;0;0;0;0;0;0;0;06.10.2017 06:58:00
1204934;0;0;0;0;0;0;0;0;06.10.2017 08:01:00
1204938;0;0;0;0;0;0;0;0;06.10.2017 08:27:00
1210990;0;0;0;0;0;0;0;0;06.10.2017 09:10:00
1212658;0;0;0;0;0;0;0;0;06.10.2017 11:20:00
1212440;0;0;0;0;0;0;0;0;06.10.2017 11:45:00
1212493;0;0;0;0;0;0;0;0;06.10.2017 11:47:00
1212410;0;0;0;0;0;0;0;0;06.10.2017 13:37:00
1212436;0;0;0;0;0;0;0;0;06.10.2017 13:47:00
1212662;0;0;0;0;0;0;0;1;06.10.2017 15:55:00
1212664;0;0;1;0;0;0;0;0;06.10.2017 16:05:00
1212494;0;0;0;0;0;0;0;0;06.10.2017 16:07:00
1212509;0;0;0;0;0;0;0;0;06.10.2017 16:29:00
1212434;0;0;0;0;0;0;0;0;06.10.2017 16:29:00
1212772;0;0;0;0;0;0;1;0;06.10.2017 16:48:00
1212736;0;0;0;0;0;0;0;0;06.10.2017 17:01:00
1212731;0;0;0;0;0;0;0;0;06.10.2017 17:22:00
1212510;0;0;2;0;0;0;0;0;06.10.2017 17:34:00
1212489;0;0;0;0;0;0;0;0;06.10.2017 17:35:00
1212432;0;0;0;0;0;0;0;0;06.10.2017 17:46:00
1212417;0;0;0;0;0;0;0;0;06.10.2017 19:12:00
1212430;0;0;0;0;0;0;0;0;06.10.2017 19:18:00
1212438;0;0;0;0;0;0;0;0;06.10.2017 19:26:00
1212495;0;0;1;2;0;0;0;1;06.10.2017 19:38:00
1212770;0;0;0;0;0;0;0;0;06.10.2017 19:52:00
1212443;0;0;0;0;0;0;0;4;06.10.2017 20:11:00
1212768;0;0;5;0;0;0;0;0;06.10.2017 20:21:00
1212771;0;0;2;0;0;0;0;1;06.10.2017 20:56:00
1212441;0;0;0;0;0;0;0;0;06.10.2017 20:58:00
1212767;0;0;0;0;0;0;0;0;06.10.2017 21:40:00
1212737;0;0;0;0;0;0;0;0;06.10.2017 22:54:00
1208139;0;0;0;0;0;0;0;0;06.10.2017 23:53:00
1212501;0;0;0;0;0;0;0;8;07.10.2017 00:30:00
1212446;0;0;1;0;0;0;0;9;07.10.2017 00:36:00
1212574;0;0;1;0;0;0;0;0;07.10.2017 03:30:00
1212415;0;0;0;0;0;1;0;5;07.10.2017 03:43:00
1212544;0;0;2;0;0;0;0;4;07.10.2017 04:21:00
1212564;0;0;1;0;0;0;0;1;07.10.2017 04:30:00
1212568;0;0;2;0;0;0;0;3;07.10.2017 04:53:00
1211484;0;1;0;0;5;0;1;0;07.10.2017 08:07:00
1211450;0;0;1;0;1;0;0;0;07.10.2017 08:08:00
1211451;0;0;0;0;1;0;0;0;07.10.2017 08:25:00
1212586;0;0;0;0;1;0;0;0;07.10.2017 09:00:00
1212589;0;0;1;1;1;0;1;0;07.10.2017 09:22:00
1212599;0;1;1;0;0;0;0;0;07.10.2017 09:41:00
1212868;0;0;0;0;0;0;0;0;07.10.2017 09:56:00
1212867;0;0;0;0;0;0;0;0;07.10.2017 10:04:00
1211473;0;0;0;0;1;0;0;0;07.10.2017 10:07:00
1211449;0;0;0;0;1;0;0;0;07.10.2017 10:34:00
1211488;0;0;0;0;3;0;1;0;07.10.2017 10:55:00
1211487;0;0;0;0;2;0;0;0;07.10.2017 11:16:00
1211459;0;0;0;0;0;0;0;0;07.10.2017 11:31:00
1210784;0;0;0;0;0;0;0;0;07.10.2017 12:29:00
1211481;0;0;1;0;2;0;1;0;07.10.2017 12:41:00
1210807;0;0;0;0;0;0;0;0;07.10.2017 13:01:00
1210809;0;0;0;0;0;0;0;0;07.10.2017 13:33:00
1210795;0;0;0;0;0;0;0;0;07.10.2017 13:48:00
1210803;0;0;0;0;0;0;0;0;07.10.2017 14:18:00
1210786;0;0;0;0;0;0;0;0;07.10.2017 14:47:00
1210798;0;0;1;0;0;0;0;0;07.10.2017 15:19:00
1208280;0;0;0;0;0;0;0;0;07.10.2017 15:59:00
1210823;0;0;1;0;0;0;0;0;07.10.2017 16:08:00
1207868;0;0;0;0;0;0;0;0;07.10.2017 17:20:00
1206920;0;0;0;0;0;0;0;0;07.10.2017 17:26:00
1207904;0;0;0;0;0;0;0;0;07.10.2017 17:41:00
1206924;0;0;0;0;0;0;0;1;07.10.2017 17:45:00
1211454;0;0;2;0;0;0;0;6;08.10.2017 06:12:00
1207950;0;0;0;0;0;0;0;0;08.10.2017 06:24:00
1210430;1;0;0;1;0;0;0;0;08.10.2017 06:51:00
1208399;0;1;1;0;0;0;0;0;08.10.2017 06:59:00
1204828;0;0;0;1;0;1;0;0;02.10.2017 01:08:00
1204838;0;0;0;0;0;0;0;0;02.10.2017 01:09:00
1204827;0;0;1;0;0;0;0;0;02.10.2017 01:18:00
1204799;0;0;0;0;0;0;0;0;02.10.2017 01:52:00
1204844;0;0;0;0;0;0;0;0;02.10.2017 01:54:00
1204829;0;0;0;0;0;0;0;0;02.10.2017 01:55:00
1204762;0;0;0;0;0;0;0;0;02.10.2017 01:57:00
1204760;0;0;0;0;0;1;0;0;02.10.2017 02:01:00
1204763;0;0;0;0;0;0;0;0;02.10.2017 02:34:00
1204761;0;0;0;0;1;0;0;0;02.10.2017 02:39:00
1204764;0;0;0;0;0;0;0;0;02.10.2017 02:42:00
1204776;0;0;0;0;0;0;0;0;02.10.2017 02:43:00
1204861;0;0;0;0;0;0;0;0;02.10.2017 02:44:00
1204837;0;0;0;0;0;0;0;0;02.10.2017 02:46:00
1204864;0;0;0;0;0;0;0;0;02.10.2017 02:48:00
1204774;0;0;0;0;0;1;0;0;02.10.2017 03:04:00
1204788;0;0;0;0;0;0;0;0;02.10.2017 03:06:00
1204744;0;0;0;1;0;0;0;0;02.10.2017 03:07:00
1204759;0;0;1;4;0;0;0;0;02.10.2017 03:12:00
1204775;0;1;0;0;0;0;0;1;02.10.2017 03:22:00
1204772;0;0;0;0;0;0;0;0;02.10.2017 03:31:00
1204780;0;0;0;0;0;0;0;0;02.10.2017 03:36:00
1204758;0;0;1;0;0;0;0;1;02.10.2017 04:29:00
1204815;0;0;1;0;0;0;0;0;02.10.2017 04:30:00
1204836;0;0;0;0;0;0;0;0;02.10.2017 04:31:00
1204750;0;0;0;2;0;0;0;0;02.10.2017 04:34:00
1204746;0;0;0;1;0;0;0;0;02.10.2017 04:36:00
1204773;0;0;0;0;0;1;0;6;02.10.2017 04:40:00
1204782;0;0;0;0;0;0;0;0;02.10.2017 04:44:00
1204751;0;0;0;5;0;0;0;0;02.10.2017 04:47:00
1204749;0;0;0;6;0;0;0;0;02.10.2017 04:52:00
1204753;1;0;1;3;0;0;0;2;02.10.2017 05:12:00
1204752;0;0;0;6;0;0;0;0;02.10.2017 05:37:00
1204863;0;0;0;0;0;0;0;0;02.10.2017 05:43:00
1204857;0;0;0;0;0;0;0;0;02.10.2017 05:51:00
1204862;0;0;0;0;0;0;0;0;02.10.2017 05:53:00
1204878;0;0;0;0;0;0;0;0;02.10.2017 05:56:00
1207863;0;0;2;0;0;16;0;0;02.10.2017 09:35:00
1204789;0;0;0;0;0;0;0;0;03.10.2017 04:43:00
1205015;0;0;0;0;0;0;0;0;03.10.2017 04:49:00
1210450;0;0;0;0;0;0;0;4;03.10.2017 04:59:00
1208401;0;0;3;0;0;0;0;0;03.10.2017 05:21:00
1208365;0;0;3;0;0;0;0;1;03.10.2017 05:40:00
1210930;0;0;0;6;2;0;0;0;03.10.2017 06:44:00
1210774;0;0;0;0;0;0;0;0;04.10.2017 02:53:00
1208400;0;0;1;0;0;0;0;0;04.10.2017 04:30:00
1210747;0;0;0;0;0;0;0;1;04.10.2017 05:41:00
1207800;0;0;0;0;0;0;0;2;04.10.2017 06:32:00
1207855;0;0;0;0;0;0;0;0;04.10.2017 06:33:00
1211475;0;0;0;3;1;0;0;0;04.10.2017 17:20:00
1211461;0;0;0;1;4;0;0;5;04.10.2017 17:51:00
1211483;0;0;0;5;4;0;0;2;04.10.2017 18:54:00
1211458;0;0;0;0;2;0;0;0;05.10.2017 06:55:00
1211002;0;0;0;0;0;0;1;0;05.10.2017 08:35:00
1212567;0;0;0;0;1;0;0;0;05.10.2017 08:59:00
1212580;0;0;0;1;3;0;1;0;05.10.2017 10:56:00
1211001;0;0;0;0;3;0;2;0;05.10.2017 12:08:00
1210745;0;0;0;0;0;0;0;0;05.10.2017 14:28:00
1210982;0;0;1;0;0;0;0;0;05.10.2017 15:19:00
1210736;0;0;0;0;0;0;0;0;05.10.2017 16:48:00
1210978;0;0;1;0;0;0;0;5;05.10.2017 16:58:00
1210743;0;0;0;0;0;0;0;0;05.10.2017 17:02:00
1210753;0;0;0;0;0;0;0;0;05.10.2017 17:24:00
1210741;0;0;2;0;0;0;0;0;05.10.2017 17:33:00
1206921;0;0;0;0;0;0;0;0;05.10.2017 19:00:00
1210981;0;0;0;0;0;0;0;0;05.10.2017 19:15:00
1210976;0;0;0;0;0;0;0;0;06.10.2017 09:43:00
1204939;0;0;0;0;0;1;0;0;06.10.2017 09:50:00
1204927;0;0;0;0;0;0;0;0;06.10.2017 10:14:00
1212657;0;0;0;0;0;0;0;0;06.10.2017 10:37:00
1212656;0;0;1;0;0;0;0;0;06.10.2017 10:51:00
1212661;0;0;0;0;0;0;0;0;06.10.2017 12:29:00
1212660;0;0;0;0;0;0;0;0;06.10.2017 12:48:00
1212439;0;0;0;0;0;0;0;0;06.10.2017 13:05:00
1212659;0;0;0;0;0;0;0;0;06.10.2017 13:20:00
1212422;0;0;0;0;0;0;0;0;06.10.2017 15:43:00
1212663;0;0;0;0;0;0;0;0;06.10.2017 15:44:00
1212437;0;0;0;0;0;0;0;0;06.10.2017 16:39:00
1212515;0;0;1;0;0;0;0;0;06.10.2017 17:57:00
1212420;0;0;3;0;1;0;0;0;06.10.2017 18:32:00
1212429;0;0;0;0;0;0;0;0;06.10.2017 18:34:00
1212497;0;0;1;0;0;0;0;0;06.10.2017 18:44:00
1212490;0;0;0;0;0;0;0;0;06.10.2017 18:46:00
1212427;0;0;0;0;0;0;0;0;06.10.2017 21:27:00
1208136;0;0;0;0;0;0;0;0;06.10.2017 23:09:00
1208138;0;0;1;0;0;0;0;0;06.10.2017 23:15:00
1208137;0;0;1;0;0;0;0;0;06.10.2017 23:31:00
1212739;0;0;0;0;0;0;0;3;07.10.2017 00:57:00
1212502;0;0;0;0;0;0;0;4;07.10.2017 01:12:00
1212735;0;0;0;0;0;0;0;3;07.10.2017 01:23:00
1212475;0;0;2;0;0;0;0;4;07.10.2017 01:27:00
1212512;0;0;1;0;0;0;0;3;07.10.2017 01:41:00
1212563;0;0;0;0;0;0;0;6;07.10.2017 01:52:00
1212481;0;0;0;0;0;0;0;10;07.10.2017 02:00:00
1212738;0;0;0;0;0;0;0;0;07.10.2017 02:04:00
1212545;0;0;2;0;0;0;0;6;07.10.2017 02:42:00
1212566;0;0;2;1;0;0;0;0;07.10.2017 02:55:00
1212774;0;0;0;2;0;0;0;2;07.10.2017 03:00:00
1208366;0;0;4;0;0;0;0;0;07.10.2017 03:19:00
1210507;0;0;2;0;0;0;0;0;07.10.2017 05:18:00
1212413;0;0;1;0;0;0;0;3;07.10.2017 05:43:00
1210802;0;0;0;0;0;0;0;0;07.10.2017 13:17:00
1210781;0;0;0;0;0;0;0;0;07.10.2017 14:31:00
1211477;1;0;0;9;0;0;0;2;08.10.2017 08:03:00
1211486;0;0;0;2;1;0;0;8;08.10.2017 09:57:00
1212756;0;0;0;0;0;0;0;2;08.10.2017 10:22:00
1211470;0;0;0;0;2;0;0;0;02.10.2017 14:08:00
1207847;0;0;0;0;0;0;0;0;04.10.2017 07:01:00
1207795;0;0;1;0;0;0;0;0;04.10.2017 07:07:00
1207862;0;0;1;1;0;0;0;0;04.10.2017 07:08:00
1207822;0;0;0;0;0;0;0;0;04.10.2017 07:13:00
1210749;0;0;0;0;0;0;0;0;04.10.2017 08:27:00
1211464;0;0;2;0;0;0;0;1;04.10.2017 14:22:00
1211476;0;0;0;0;3;0;0;0;05.10.2017 12:34:00
1211460;0;0;0;0;1;0;0;0;05.10.2017 12:52:00
1210805;0;0;0;0;0;0;0;0;07.10.2017 15:02:00
1207861;0;0;0;1;0;0;0;0;07.10.2017 17:02:00
1207858;0;0;0;0;0;0;0;1;07.10.2017 17:06:00
1212758;0;0;3;1;0;0;0;1;08.10.2017 10:29:00
1212753;0;0;0;0;0;0;0;1;08.10.2017 10:47:00
1212751;0;0;0;0;0;0;0;2;08.10.2017 10:54:00
1212759;0;0;0;0;0;0;0;2;08.10.2017 11:00:00
1210479;0;0;0;0;0;0;0;0;08.10.2017 11:21:00
1212760;0;0;2;4;0;0;0;9;08.10.2017 11:34:00
1212752;0;0;0;0;0;0;0;1;08.10.2017 12:16:00
1212745;0;0;0;0;0;0;0;7;08.10.2017 13:09:00
1212747;0;0;0;0;0;0;0;0;08.10.2017 13:15:00
1212749;0;0;1;0;0;0;0;0;08.10.2017 13:43:00
1212748;0;0;0;0;0;0;0;1;08.10.2017 13:50:00
1212433;0;0;0;0;0;0;0;2;08.10.2017 14:15:00
1212418;0;0;1;2;0;0;0;4;08.10.2017 14:29:00
1211493;0;0;0;0;0;0;0;0;08.10.2017 23:45:00
1212546;0;0;0;0;0;0;0;0;09.10.2017 01:10:00
1212571;0;0;0;0;0;0;0;0;09.10.2017 01:28:00
1212584;0;0;0;0;0;0;0;0;09.10.2017 01:38:00
1212650;0;0;1;0;0;0;0;0;09.10.2017 02:16:00
1212653;0;0;1;0;0;0;0;0;09.10.2017 02:22:00
1212647;0;0;1;0;0;0;0;0;09.10.2017 02:34:00
1212540;0;0;2;1;0;0;0;0;09.10.2017 02:49:00
1212582;0;0;2;0;0;0;0;0;09.10.2017 02:52:00
1212648;0;0;0;0;0;0;0;0;09.10.2017 03:07:00
1212442;0;0;0;0;0;0;1;0;09.10.2017 03:10:00
1212583;0;0;1;1;0;0;0;0;09.10.2017 03:19:00
1210462;0;0;1;0;0;0;0;0;09.10.2017 03:42:00
1213415;0;0;0;0;0;0;0;0;09.10.2017 04:04:00
1213412;0;0;0;0;0;0;0;0;09.10.2017 04:30:00
1212479;0;0;0;0;0;0;0;0;09.10.2017 05:05:00
1212575;0;0;0;0;0;0;0;0;09.10.2017 05:14:00
1212476;0;0;0;0;0;0;0;0;09.10.2017 05:17:00
1213413;0;0;0;0;0;0;0;0;09.10.2017 05:25:00
1212872;0;0;1;0;0;0;0;0;09.10.2017 05:28:00
1213409;0;0;0;0;0;0;0;0;09.10.2017 05:36:00
1212742;0;0;1;1;0;0;0;0;09.10.2017 05:42:00
1212869;0;0;0;0;0;0;0;0;09.10.2017 05:58:00
1212871;0;0;2;0;0;0;0;0;09.10.2017 07:56:00
1212928;0;0;1;0;0;0;0;0;09.10.2017 08:38:00
1212541;0;0;0;0;0;0;0;0;09.10.2017 08:58:00
